userId,stockCode,arrivalOffsetMs,syntheticUserLabel
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,0,synthetic-user-0019
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,0,synthetic-user-0176
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,0,synthetic-user-0049
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,122,synthetic-user-0122
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,179,synthetic-user-0003
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,210,synthetic-user-0063
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,283,synthetic-user-0006
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,368,synthetic-user-0075
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,381,synthetic-user-0048
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,441,synthetic-user-0002
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,454,synthetic-user-0210
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,539,synthetic-user-0074
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,589,synthetic-user-0002
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,638,synthetic-user-0019
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,641,synthetic-user-0011
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,652,synthetic-user-0158
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,697,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,774,synthetic-user-0223
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,783,synthetic-user-0242
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,796,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,824,synthetic-user-0261
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,866,synthetic-user-0013
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,885,synthetic-user-0003
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,905,synthetic-user-0018
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,956,synthetic-user-0336
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,959,synthetic-user-0113
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,1053,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,1065,synthetic-user-0373
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,1071,synthetic-user-0163
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,1114,synthetic-user-0136
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1126,synthetic-user-0031
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1177,synthetic-user-0026
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,1191,synthetic-user-0029
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,1245,synthetic-user-0024
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,1252,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,1262,synthetic-user-0122
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1326,synthetic-user-0028
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,1364,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1389,synthetic-user-0119
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,1408,synthetic-user-0008
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1436,synthetic-user-0012
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,1476,synthetic-user-0123
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,1509,synthetic-user-0018
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1513,synthetic-user-0047
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,1583,synthetic-user-0083
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,1602,synthetic-user-0380
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,1748,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1774,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1831,synthetic-user-0228
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,1888,synthetic-user-0100
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,1898,synthetic-user-0331
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1899,synthetic-user-0193
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,1900,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,1974,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,1987,synthetic-user-0293
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2018,synthetic-user-0286
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2103,synthetic-user-0034
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,2103,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2142,synthetic-user-0010
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2148,synthetic-user-0166
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,2173,synthetic-user-0165
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2177,synthetic-user-0080
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2180,synthetic-user-0012
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2197,synthetic-user-0105
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2199,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,2209,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,2278,synthetic-user-0008
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2288,synthetic-user-0198
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2304,synthetic-user-0103
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,2305,synthetic-user-0345
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,2358,synthetic-user-0364
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,2395,synthetic-user-0278
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,2463,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2477,synthetic-user-0063
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,2625,synthetic-user-0350
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2666,synthetic-user-0212
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2675,synthetic-user-0036
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2808,synthetic-user-0054
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,2817,synthetic-user-0024
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,2820,synthetic-user-0034
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,2836,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,2908,synthetic-user-0011
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2913,synthetic-user-0105
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,2960,synthetic-user-0059
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,2983,synthetic-user-0144
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3052,synthetic-user-0189
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,3061,synthetic-user-0014
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,3075,synthetic-user-0021
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3092,synthetic-user-0043
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3104,synthetic-user-0193
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3116,synthetic-user-0318
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,3139,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,3139,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3164,synthetic-user-0344
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3177,synthetic-user-0225
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3184,synthetic-user-0030
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3227,synthetic-user-0038
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,3230,synthetic-user-0198
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3238,synthetic-user-0046
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3249,synthetic-user-0068
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3282,synthetic-user-0379
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,3283,synthetic-user-0248
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,3293,synthetic-user-0018
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3295,synthetic-user-0062
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3320,synthetic-user-0088
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3332,synthetic-user-0002
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3359,synthetic-user-0153
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3370,synthetic-user-0002
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,3384,synthetic-user-0025
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,3397,synthetic-user-0196
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3418,synthetic-user-0318
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3441,synthetic-user-0122
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3458,synthetic-user-0299
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3474,synthetic-user-0031
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3492,synthetic-user-0251
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3504,synthetic-user-0013
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3518,synthetic-user-0278
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,3548,synthetic-user-0035
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,3553,synthetic-user-0032
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3562,synthetic-user-0066
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,3603,synthetic-user-0096
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3615,synthetic-user-0237
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,3655,synthetic-user-0033
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3669,synthetic-user-0030
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3695,synthetic-user-0314
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3709,synthetic-user-0328
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,3716,synthetic-user-0108
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3755,synthetic-user-0015
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3759,synthetic-user-0014
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,3772,synthetic-user-0014
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,3777,synthetic-user-0149
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3801,synthetic-user-0275
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3814,synthetic-user-0205
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3819,synthetic-user-0267
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,3833,synthetic-user-0009
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3844,synthetic-user-0121
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,3919,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3945,synthetic-user-0025
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3973,synthetic-user-0328
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,3990,synthetic-user-0003
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4008,synthetic-user-0022
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4044,synthetic-user-0127
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4048,synthetic-user-0157
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4069,synthetic-user-0017
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4112,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4128,synthetic-user-0393
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4174,synthetic-user-0135
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,4197,synthetic-user-0288
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,4206,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,4281,synthetic-user-0296
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4291,synthetic-user-0275
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4334,synthetic-user-0299
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4348,synthetic-user-0037
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4357,synthetic-user-0014
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4357,synthetic-user-0007
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4386,synthetic-user-0025
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,4416,synthetic-user-0352
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4420,synthetic-user-0009
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4457,synthetic-user-0025
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4458,synthetic-user-0393
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,4484,synthetic-user-0257
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4492,synthetic-user-0042
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4527,synthetic-user-0030
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,4556,synthetic-user-0208
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4585,synthetic-user-0154
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,4588,synthetic-user-0026
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4594,synthetic-user-0258
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4600,synthetic-user-0009
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4615,synthetic-user-0054
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4632,synthetic-user-0068
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4670,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4682,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,4686,synthetic-user-0032
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4722,synthetic-user-0067
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,4731,synthetic-user-0399
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4738,synthetic-user-0008
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4793,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4793,synthetic-user-0047
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,4814,synthetic-user-0212
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4816,synthetic-user-0011
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,4820,synthetic-user-0043
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4844,synthetic-user-0073
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,4855,synthetic-user-0126
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,4912,synthetic-user-0133
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4958,synthetic-user-0022
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4962,synthetic-user-0076
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,4969,synthetic-user-0214
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5021,synthetic-user-0237
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5035,synthetic-user-0083
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5043,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5054,synthetic-user-0021
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5073,synthetic-user-0134
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5084,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5085,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5122,synthetic-user-0081
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5126,synthetic-user-0142
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5177,synthetic-user-0093
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5198,synthetic-user-0348
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5233,synthetic-user-0317
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,5275,synthetic-user-0062
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5296,synthetic-user-0006
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5303,synthetic-user-0013
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5332,synthetic-user-0005
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,5349,synthetic-user-0007
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5353,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5367,synthetic-user-0108
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5370,synthetic-user-0120
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5393,synthetic-user-0037
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5395,synthetic-user-0220
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5425,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5446,synthetic-user-0360
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5452,synthetic-user-0077
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5464,synthetic-user-0101
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5475,synthetic-user-0051
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5484,synthetic-user-0044
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5505,synthetic-user-0065
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5509,synthetic-user-0214
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,5528,synthetic-user-0066
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,5537,synthetic-user-0116
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5545,synthetic-user-0247
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5557,synthetic-user-0284
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5594,synthetic-user-0014
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,5610,synthetic-user-0392
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5627,synthetic-user-0112
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5645,synthetic-user-0126
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5650,synthetic-user-0138
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5660,synthetic-user-0342
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5674,synthetic-user-0135
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5677,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5681,synthetic-user-0259
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5718,synthetic-user-0011
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5733,synthetic-user-0003
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5748,synthetic-user-0024
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5754,synthetic-user-0098
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5783,synthetic-user-0029
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,5793,synthetic-user-0048
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5806,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5816,synthetic-user-0015
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5819,synthetic-user-0149
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5838,synthetic-user-0004
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5847,synthetic-user-0166
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5858,synthetic-user-0036
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,5864,synthetic-user-0037
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5872,synthetic-user-0291
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5883,synthetic-user-0068
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5884,synthetic-user-0250
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5887,synthetic-user-0153
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5902,synthetic-user-0097
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,5961,synthetic-user-0044
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,5965,synthetic-user-0001
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,5978,synthetic-user-0157
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,6040,synthetic-user-0365
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,6046,synthetic-user-0215
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,6048,synthetic-user-0000
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,6098,synthetic-user-0147
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,6101,synthetic-user-0003
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,6127,synthetic-user-0307
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,6184,synthetic-user-0026
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,6199,synthetic-user-0043
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,6207,synthetic-user-0010
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,6211,synthetic-user-0359
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,6241,synthetic-user-0202
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,6250,synthetic-user-0310
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,6269,synthetic-user-0257
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,051910,6270,synthetic-user-0016
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,000660,6287,synthetic-user-0258
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,6316,synthetic-user-0002
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,005930,6335,synthetic-user-0088
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035720,6343,synthetic-user-0046
e7bfaf56-5ff0-4bb6-a6fe-14575ef18e5e,035420,6382,synthetic-user-0002
